slug,acronym,name,edition_date,country,pages,volume,shelf_number,dates,notes
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 15  BNF : LC5-138 (CM),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,15,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 16  BNF : LC5-138 (CM),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,16,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 4.  BNF : LC5-138 (CM),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,4,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 6.  BNF : LC5-138 (CM).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,6,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 7.  BNF : LC5-138 (CM),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,7,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 8.  BNF : LC5-138 (CM).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,8,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 9.  BNF : LC5-138 (CM).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,9,BNF: LC5-138 (CM),,
Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux n° 2. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,2,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux n° 3. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,3,BNF: LC5-138 (C0),,
"Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux, n° 1. BNF : LC5-138 (C0)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,1,BNF: LC5-138 (C0),,
"Annales du commerce extérieur. Indes Occidentales néerlandaises. Faits commerciaux, n° 5. BNF : LC5-138 (CP).",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,5,BNF: LC5-138 (CP),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 12. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,12,BNF: LC5-138 (CI),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 14. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,14,BNF: LC5-138 (CI),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 19. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,19,BNF: LC5-138 (CI),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 21. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,21,BNF: LC5-138 (CI),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 5. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,5,BNF: LC5-138 (CI),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 8. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,8,BNF: LC5-138 (CI),,
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 9. BNF : LC5-138 (CI).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,9,BNF: LC5-138 (CI),,
"Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux, n° 22. BNF : LC5-138 (CI)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,22,BNF: LC5-138 (CI),,
"Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux, n° 26. BNF : LC5-138 (CI)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,26,BNF: LC5-138 (CI),,
"Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux, n° 27. BNF : LC5-138 (CI)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,27,BNF: LC5-138 (CI),,
"Annales du commerce extérieur. Indes Orientales Espagnoles. Faits commerciaux, n° 1. BNF : LC5-138  (CK)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales espagnoles,,1,BNF: LC5-138  (CK),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 11. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,11,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 12. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,12,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 13. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,13,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 17.  BNF : LC5-138 (CO).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,17,BNF: LC5-138 (CO),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 18.  BNF : LC5-138 (CO).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,18,BNF: LC5-138 (CO),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 5. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,5,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 7. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,7,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 8. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,8,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 9. BNF : LC5-138 (C0),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,9,BNF: LC5-138 (C0),,
"Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 15. BNF : LC5-138 (C0)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,15,BNF: LC5-138 (C0),,
"Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 16. BNF : LC5-138 (C0)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,16,BNF: LC5-138 (C0),,
Annales du commerce extérieur. Italie ( Etats Romains). Faits commerciaux n°1. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Romains),,1,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Etats Romains). Faits commerciaux n°2. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Romains),,2,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Etats Romains). Faits commerciaux n°3. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Romains),,3,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Etats Romains). Faits commerciaux n°4. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Romains),,4,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Etats Romains). Faits commerciaux n°5. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Romains),,5,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Etats Romains). Faits commerciaux n°8. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Romains),,8,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n° 1. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,1,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n° 2. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,2,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n° 4. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,4,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n° 6. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,6,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n°10. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,10,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n°7. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,7,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie ( Toscane). Faits commerciaux n°9. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Toscane),,9,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie (Deux Siciles). Faits commerciaux n°1. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Deux-Siciles),,1,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie (Deux Siciles). Faits commerciaux n°3. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Deux-Siciles),,3,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie (Deux Siciles). Faits commerciaux n°4. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Deux-Siciles),,4,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie (Deux Siciles). Faits commerciaux n°5. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Deux-Siciles),,5,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie (Deux Siciles). Faits commerciaux n°6. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Deux-Siciles),,6,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie. Faits commerciaux n° 10. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,10,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie. Faits commerciaux n° 11. BNF : LC5-138 (El),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,11,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie. Faits commerciaux n° 7. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Sardes),,7,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie. Faits commerciaux n° 8. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,8,BNF: LC5-138 (EL),,
Annales du commerce extérieur. Italie. Faits commerciaux n° 9. BNF : LC5-138 (El).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie (Etats Sardes),,9,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. Italie. Faits commerciaux, n° 13. BNF : LC5-138 (El)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,13,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. Italie. Faits commerciaux, n° 19. BNF : LC5-138 (El)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,19,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. Italie. Faits commerciaux, n° 2. BNF : LC5-138 (El)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,2,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. Italie. Faits commerciaux, n° 20. BNF : LC5-138 (El)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,20,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. Italie. Faits commerciaux, n° 21. BNF : LC5-138 (El)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,21,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. Italie. Faits commerciaux, n° 6. BNF : LC5-138 (El)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Italie,,6,BNF: LC5-138 (EL),,
"Annales du commerce extérieur. La Plata. Faits commerciaux, n° 11. BNF : LC5-138 (Cs)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,La Plata,,11,BNF: LC5-138 (CS),,
"Annales du commerce extérieur. La Plata. Faits commerciaux, n° 9. BNF : LC5-138 (Cs)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,La Plata,,9,BNF: LC5-138 (CS),,
Annales du commerce extérieur. Malte. Faits commerciaux n° 4.  BNF : LC5-138 (CU).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Malte,,4,BNF: LC5-138 (CU),,
"Annales du commerce extérieur. Malte. Faits commerciaux, n° 3.  (avril 1872).  BNF : LC5-138 (CU)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Malte,,3,BNF: LC5-138 (CU),4/1/1872,
Annales du commerce extérieur. Mexique. Faits commerciaux n° 4.  BNF : LC5-138 (CY).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Mexique,,4,BNF: LC5-138 (CY),,
Annales du commerce extérieur. Mexique. Faits commerciaux n° 5.  BNF : LC5-138 (CY).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Mexique,,5,BNF: LC5-138 (CY),,
Annales du commerce extérieur. Mexique. Faits commerciaux n° 8.  BNF : LC5-138 (CY).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Mexique,,8,BNF: LC5-138 (CY),,
"Annales du commerce extérieur. Mexique. Faits commerciaux, n° 9. BNF : LC5-138 (Cy)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Mexique,,9,BNF: LC5-138 (CY),,
Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux n° 4. BNF : LC5-138 (AD).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Nouvelle-Grenade,,4,BNF: LC5-138 (AD),,
"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 1. BNF : LC5-138 (AD)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Nouvelle-Grenade,,1,BNF: LC5-138 (AD),,
"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 10. BNF : LC5-138 (AD)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Nouvelle-Grenade,,10,BNF: LC5-138 (AD),,
"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 2. BNF : LC5-138 (AD)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Nouvelle-Grenade,,2,BNF: LC5-138 (AD),,
"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 7. BNF : LC5-138 (AD)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Nouvelle-Grenade,,7,BNF: LC5-138 (AD),,
"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 9. BNF : LC5-138 (AD)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Nouvelle-Grenade,,9,BNF: LC5-138 (AD),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 13. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,13,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 14. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,14,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 15. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,15,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 20. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,20,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 21. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,21,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 5.  BNF : LC5-138 (DB).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,5,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 7. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,7,BNF: LC5-138 (DB),,
Annales du commerce extérieur. Océanie et Australie. Faits commerciaux n° 9. BNF : LC5-138 (DB),ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,9,BNF: LC5-138 (DB),,
"Annales du commerce extérieur. Pérou. Faits commerciaux, n° 14. BNF : LC5-138 (DG) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Pérou,,14,BNF: LC5-138 (DG),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 1. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,1,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 10. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,10,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 11. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,11,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 12. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,12,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 13. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,13,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 14. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,14,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 2. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,2,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 7. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,7,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 8. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,8,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n° 9. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,9,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n°3. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,3,BNF: LC5-138 (DI),,
"Annales du commerce extérieur. Portugal. Faits commerciaux, n°4. BNF : LC5-138 (Di) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Portugal,,4,BNF: LC5-138 (DI),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 1.  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,1,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 11 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,11,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 12 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,12,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 13 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,13,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 15 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,15,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 2 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,2,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 3 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,3,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 4 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,4,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 6 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,6,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 7 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,7,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. Principautés danubiennes. Faits commerciaux n° 9 .  BNF : LC5-138 (DJ).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Principautés danubiennes,,9,BNF: LC5-138 (DJ),,
Annales du commerce extérieur. République dominicaine. Faits commerciaux n° 2.  BNF : LC5-138 (DL).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,République Dominicaine,,2,BNF: LC5-138  (DL),,
"Annales du commerce extérieur. République Dominicaine. Faits commerciaux, n° 1. BNF : LC5-138  (DL)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,République Dominicaine,,1,BNF: LC5-138  (DL),,
"Annales du commerce extérieur. Roumanie Faits commerciaux, n° 1. BNF : LC5-138 (EBA)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Roumanie,,1,BNF: LC5-138 (EBA),,
"Annales du commerce extérieur. Roumanie. Faits commerciaux, n° 2. BNF : LC5-138 (EBA)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Roumanie,,2,BNF: LC5-138 (EBA),,
"Annales du commerce extérieur. Roumanie. Faits commerciaux, n° 3. BNF : LC5-138 (EBA)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Roumanie,,3,BNF: LC5-138 (EBA),,
Annales du commerce extérieur. Russie. Faits commerciaux n° 26. BNF : LC5-138 (DN).,ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Russie,,26,BNF: LC5-138 (DN),,
"Annales du commerce extérieur. Russie. Faits commerciaux, n° 10. BNF : LC5-138 (DN) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Russie,,10,BNF: LC5-138 (DN),,
"Annales du commerce extérieur. Russie. Faits commerciaux, n° 23. BNF : LC5-138 (DN) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Russie,,23,BNF: LC5-138 (DN),,
"Annales du commerce extérieur. Russie. Faits commerciaux, n° 25 BNF : LC5-138 (DN) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Russie,,25,BNF: LC5-138 (DN),,
"Annales du commerce extérieur. Russie. Faits commerciaux, n° 3. BNF : LC5-138 (DN) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Russie,,3,BNF: LC5-138 (DN),,
"Annales du commerce extérieur. Russie. Faits commerciaux, n° 6. BNF : LC5-138 (DN) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Russie,,6,BNF: LC5-138 (DN),,
"Annales du commerce extérieur. Suède et Norvège. Faits commerciaux, n° 10. BNF : LC5-138 (DQ) .",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Suède et Norvège,,10,BNF: LC5-138 (DQ),,
